1992-07-01,125.26
1992-07-03,134.8
1992-07-08,130.5
1992-07-10,130.3
1992-07-15,130.2
1992-07-17,135.4
1992-07-22,151.1
1992-07-24,155.7
1992-07-29,161.1
1992-07-31,161.2
1992-08-05,161.4
1992-08-07,161.5
1992-08-12,161.7
1992-08-14,162.5
1992-08-19,162.5
1992-08-21,162.6
1992-08-26,168.1
1992-08-28,205.0
1992-09-02,210.5
1992-09-04,210.5
1992-09-09,207.9
1992-09-11,203.0
1992-09-16,204.0
1992-09-18,205.5
1992-09-23,241.0
1992-09-25,248.0
1992-09-30,254.0
1992-10-02,309.0
1992-10-07,342.0
1992-10-09,334.0
1992-10-14,334.0
1992-10-16,338.0
1992-10-21,368.0
1992-10-23,368.0
1992-10-28,393.0
1992-10-30,398.0
1992-11-04,396.0
1992-11-06,399.0
1992-11-11,403.0
1992-11-13,419.0
1992-11-18,448.0
1992-11-20,448.0
1992-11-25,450.0
1992-11-27,447.0
1992-12-02,417.0
1992-12-04,398.0
1992-12-09,419.0
1992-12-11,419.0
1992-12-16,418.0
1992-12-18,416.0
1992-12-23,415.0
1992-12-25,414.5
1992-12-30,414.5
