2022-01-11,75.1315
2022-01-12,74.8355
2022-01-13,74.5277
2022-01-14,74.5686
2022-01-15,75.7668
2022-01-18,76.0404
2022-01-19,76.3347
2022-01-20,76.8697
2022-01-21,76.4408
2022-01-22,76.6903
2022-01-25,77.3649
2022-01-26,78.6422
2022-01-27,78.9437
2022-01-28,78.947
2022-01-29,77.8174
2022-02-01,77.4702
2022-02-02,77.1302
2022-02-03,76.4849
2022-02-04,76.6501
2022-02-05,76.0509
2022-02-08,75.6806
2022-02-09,75.3042
2022-02-10,74.8015
2022-02-11,74.7241
2022-02-12,74.9867
2022-02-15,76.5762
2022-02-16,76.166
2022-02-17,75.0141
2022-02-18,75.7527
2022-02-19,75.7619
2022-02-22,76.7671
2022-02-23,80.4194
2022-02-25,86.9288
2022-02-26,83.5485
2022-03-01,93.5589
2022-03-02,91.7457
2022-03-03,103.2487
2022-03-04,111.7564
2022-03-05,105.8124
2022-03-06,105.8124
2022-03-10,116.0847
2022-03-11,120.3785
2022-03-12,116.7517
2022-03-15,115.1963
2022-03-16,111.4823
2022-03-17,108.0521
2022-03-18,104.8012
2022-03-19,103.9524
2022-03-22,104.6819
2022-03-23,104.0741
2022-03-24,103.1618
2022-03-25,96.0458
2022-03-26,95.6618
2022-03-29,93.7125
2022-03-30,86.2843
2022-03-31,84.0851
2022-04-01,83.4097
2022-04-02,83.4285
2022-04-05,83.5932
2022-04-06,83.352
2022-04-07,82.5962
2022-04-08,76.2547
2022-04-09,74.8501
2022-04-12,79.1596
2022-04-13,79.6274
2022-04-14,79.8471
2022-04-15,81.288
2022-04-16,80.0437
2022-04-19,79.4529
2022-04-20,79.0287
2022-04-21,77.0809
2022-04-22,74.999
2022-04-23,73.505
2022-04-26,73.3611
2022-04-27,72.7089
2022-04-28,72.8764
2022-04-29,72.2953
2022-04-30,71.0237
2022-05-05,69.416
2022-05-06,66.2378
2022-05-07,67.3843
2022-05-12,68.8389
2022-05-13,65.7916
2022-05-14,63.7799
2022-05-17,63.4445
2022-05-18,63.5428
2022-05-19,63.5643
2022-05-20,62.4031
2022-05-21,58.8862
2022-05-24,58.2087
2022-05-25,56.969
2022-05-26,56.2996
2022-05-27,62.0495
2022-05-28,66.4029
2022-05-31,63.0975
2022-06-01,61.6069
2022-06-02,61.4733
2022-06-03,61.575
2022-06-04,61.9659
2022-06-07,61.1094
2022-06-08,60.9565
2022-06-09,60.2282
2022-06-10,58.3895
2022-06-11,57.778
2022-06-15,57.0926
2022-06-16,56.6624
2022-06-17,56.8691
2022-06-18,56.7101
2022-06-21,56.1727
2022-06-22,54.7081
2022-06-23,53.2788
2022-06-24,53.3578
2022-06-25,53.3234
2022-06-28,53.3641
2022-06-29,52.9699
2022-06-30,51.158
2022-07-01,52.5123
2022-07-02,53.7676
2022-07-05,55.0858
2022-07-06,58.5118
2022-07-07,62.911
2022-07-08,63.1427
2022-07-09,61.2664
2022-07-12,61.3045
2022-07-13,58.8541
2022-07-14,58.5322
2022-07-15,58.2568
2022-07-16,57.8323
2022-07-19,56.5616
2022-07-20,55.437
2022-07-21,54.8491
2022-07-22,56.4783
2022-07-23,57.3917
2022-07-26,57.7821
2022-07-27,58.6605
2022-07-28,60.2198
2022-07-29,60.2031
2022-07-30,61.3101
2022-08-02,62.0506
2022-08-03,60.1595
2022-08-04,60.2374
2022-08-05,60.258
2022-08-06,60.3696
2022-08-09,60.3164
2022-08-10,60.3814
2022-08-11,60.4542
2022-08-12,60.6229
2022-08-13,60.8993
2022-08-16,61.3747
2022-08-17,61.4247
2022-08-18,60.7552
2022-08-19,59.957
2022-08-20,59.1321
2022-08-23,59.7419
2022-08-24,59.8963
2022-08-25,59.9974
2022-08-26,59.7699
2022-08-27,60.0924
2022-08-30,60.3636
2022-08-31,60.3677
2022-09-01,60.2386
2022-09-02,60.237
2022-09-03,60.3713
2022-09-06,60.9033
2022-09-07,60.8544
2022-09-08,61.1814
2022-09-09,60.801
2022-09-10,60.4696
2022-09-13,60.4568
2022-09-14,60.0676
2022-09-15,59.7751
2022-09-16,59.6663
2022-09-17,60.0316
2022-09-20,60.1662
2022-09-21,60.0158
2022-09-22,60.8685
2022-09-23,59.8318
2022-09-24,58.1006
2022-09-27,57.999
2022-09-28,58.1756
2022-09-29,58.4485
2022-09-30,57.413
2022-10-01,55.2987
2022-10-04,57.5664
2022-10-05,58.7913
2022-10-06,59.4043
2022-10-07,60.2534
2022-10-08,61.2475
2022-10-11,62.3126
2022-10-12,63.684
2022-10-13,63.7559
2022-10-14,63.4917
2022-10-15,63.0558
2022-10-18,61.7634
2022-10-19,61.7032
2022-10-20,61.5905
2022-10-21,61.5018
2022-10-22,61.1958
2022-10-25,61.1629
2022-10-26,61.3326
2022-10-27,61.4277
2022-10-28,61.3589
2022-10-29,61.5343
2022-11-01,61.6229
2022-11-02,61.4275
2022-11-03,61.6175
2022-11-04,62.0955
2022-11-08,61.2367
2022-11-09,60.9774
2022-11-10,61.0611
2022-11-11,61.2434
2022-11-12,60.2179
2022-11-15,60.3982
2022-11-16,60.3116
2022-11-17,60.3484
2022-11-18,60.3894
2022-11-19,60.3741
2022-11-22,60.7379
2022-11-23,60.6566
2022-11-24,60.5043
2022-11-25,60.3866
2022-11-26,60.4797
2022-11-29,60.752
2022-11-30,61.0742
2022-12-01,60.8803
2022-12-02,61.1479
2022-12-03,61.7749
2022-12-06,62.1849
2022-12-07,62.9103
2022-12-08,62.9372
2022-12-09,62.5722
2022-12-10,62.3813
2022-12-13,62.7674
2022-12-14,63.212
2022-12-15,63.359
2022-12-16,64.3015
2022-12-17,64.6078
2022-12-20,66.3474
2022-12-21,69.0037
2022-12-22,70.5256
2022-12-23,72.1306
2022-12-24,68.676
2022-12-27,68.4487
2022-12-28,69.9346
2022-12-29,71.3261
2022-12-30,71.9778
2022-12-31,70.3375
